Done with benching. Current timestamp: 2017-06-22 08:55:44.686
QUERY265, 34480, 257499898, 2017-06-21 14:44:29.757, 1070469, OK
QUERY266, 16868, 127922126, 2017-06-21 14:56:06.449, 1767161, OK
QUERY267, 39337, 242860605, 2017-06-21 14:45:42.996, 1143708, OK
QUERY268, 12849, 103928405, 2017-06-21 14:58:14.199, 1894911, OK
QUERY269, 16028, 125868930, 2017-06-21 14:56:17.411, 1778123, OK
QUERY270, 58579, 253800783, 2017-06-21 14:44:48.248, 1088960, OK
QUERY271, 54264, 295778409, 2017-06-21 14:41:18.287, 878999, OK
QUERY272, 30110, 271118924, 2017-06-21 14:43:21.624, 1002336, OK
QUERY273, 37098, 288044225, 2017-06-21 14:41:56.961, 917673, OK
QUERY274, 31721, 291223169, 2017-06-21 14:41:41.068, 901780, OK
QUERY275, 38816, 365693536, 2017-06-21 14:35:27.479, 528191, OK
QUERY276, 25696, 270338261, 2017-06-21 14:43:25.517, 1006229, OK
QUERY277, 1041, 4570201, 2017-06-21 15:07:04.605, 2425317, OK
QUERY278, 32365, 354027481, 2017-06-21 14:36:26.213, 586925, OK
QUERY279, 14969, 160878261, 2017-06-21 14:53:10.625, 1591337, OK
QUERY280, 13469, 129896435, 2017-06-21 14:55:55.916, 1756628, OK
QUERY281, 18967, 193369093, 2017-06-21 14:49:51.120, 1391832, OK
QUERY282, 59243, 408066042, 2017-06-21 14:31:55.069, 315781, OK
QUERY283, 66451, 420738683, 2017-06-21 14:30:51.250, 251962, OK
QUERY284, 18588, 114465136, 2017-06-21 14:57:18.188, 1838900, OK
QUERY285, 9603, 81361645, 2017-06-21 15:00:14.406, 2015118, OK
QUERY286, 22478, 165624610, 2017-06-21 14:52:45.400, 1566112, OK
QUERY287, 26314, 228498511, 2017-06-21 14:46:54.910, 1215622, OK
QUERY288, 42996, 347101040, 2017-06-21 14:37:01.093, 621805, OK
QUERY289, 24910, 233366320, 2017-06-21 14:46:30.515, 1191227, OK
